0.216,0.578
0.222,0.568
0.244,0.588
0.238,0.557
0.24,0.576
0.24,0.603
0.231,0.591
0.239,0.625
0.219,0.622
0.23,0.565
0.227,0.615
0.215,0.606
0.217,0.613
0.234,0.591
0.236,0.596
0.223,0.559
0.229,0.579
0.236,0.594
0.213,0.595
0.243,0.587
0.236,0.61
0.231,0.591
0.216,0.577
0.227,0.636
0.214,0.598
0.237,0.598
0.238,0.619
0.222,0.591
0.226,0.59
0.252,0.608
0.23,0.582
0.228,0.606
0.223,0.638
0.221,0.616
0.226,0.598
0.22,0.585
0.23,0.589
0.21,0.621
0.216,0.572
0.22,0.589
0.237,0.597
0.238,0.555
0.213,0.608
0.223,0.581
0.209,0.575
0.218,0.59
0.252,0.623
0.221,0.647
0.236,0.582
0.218,0.61
0.24,0.591
0.229,0.612
0.21,0.57
0.228,0.615
0.22,0.628
0.225,0.598
0.223,0.608
0.211,0.603
0.211,0.594
0.212,0.602
0.23,0.571
0.259,0.627
0.247,0.595
0.208,0.625
0.218,0.63
0.208,0.641
0.218,0.602
0.226,0.553
0.211,0.622
0.218,0.6
0.219,0.603
0.237,0.626
0.213,0.609
0.215,0.614
0.218,0.61
0.244,0.592
0.221,0.599
0.24,0.609
0.216,0.613
0.231,0.638
0.224,0.64
0.242,0.595
0.261,0.642
0.243,0.627
0.236,0.609
0.217,0.639
0.213,0.62
0.223,0.585
0.222,0.58
0.222,0.615
0.222,0.62
0.221,0.608
0.209,0.611
0.188,0.631
0.231,0.582
0.222,0.637
0.21,0.648
0.218,0.597
0.218,0.623
0.211,0.613
0.228,0.612
0.189,0.637
0.221,0.619
0.223,0.607
0.249,0.641
0.219,0.606
0.245,0.637
0.212,0.629
0.194,0.595
0.223,0.594
0.209,0.645
0.233,0.612
0.22,0.625
0.236,0.599
0.222,0.655
0.246,0.611
0.225,0.626
0.206,0.577
0.224,0.636
0.207,0.604
0.215,0.629
0.226,0.634
0.198,0.605
0.219,0.635
0.215,0.642
0.199,0.635
0.216,0.617
0.239,0.625
0.205,0.626
0.212,0.629
0.221,0.605
0.245,0.618
0.209,0.629
0.225,0.635
0.197,0.583
0.215,0.621
0.204,0.635
0.214,0.605
0.203,0.634
0.224,0.656
0.237,0.646
0.226,0.651
0.255,0.637
0.206,0.616
0.232,0.616
0.221,0.609
0.207,0.627
0.237,0.643
0.222,0.644
0.213,0.628
0.208,0.613
0.223,0.661
0.22,0.642
0.22,0.639
0.2,0.663
0.211,0.641
0.231,0.607
0.224,0.63
0.227,0.661
0.206,0.606
0.207,0.655
0.201,0.648
0.226,0.642
0.231,0.65
0.213,0.651
0.249,0.68
0.219,0.664
0.219,0.653
0.183,0.657
0.225,0.666
0.21,0.649
0.219,0.638
0.182,0.62
0.202,0.661
0.224,0.624
0.196,0.654
0.217,0.687
0.197,0.669
0.254,0.668
0.221,0.657
0.232,0.66
0.23,0.672
0.206,0.689
0.211,0.697
0.2,0.665
0.221,0.659
0.239,0.644
0.218,0.664
0.191,0.649
0.202,0.637
0.223,0.648
0.219,0.674
0.206,0.671
0.229,0.649
0.23,0.671
0.232,0.653
0.219,0.673
0.211,0.672
0.221,0.654
0.195,0.666
0.211,0.69
0.24,0.699
0.186,0.685
0.199,0.683
0.23,0.653
0.204,0.661
0.227,0.664
0.222,0.71
0.218,0.683
0.192,0.677
0.215,0.68
0.223,0.683
0.209,0.698
0.227,0.677
0.241,0.695
0.206,0.682
0.243,0.702
0.236,0.71
0.223,0.677
0.224,0.687
0.211,0.667
0.25,0.659
0.227,0.668
0.219,0.728
0.224,0.693
0.22,0.675
0.211,0.692
0.23,0.685
0.219,0.694
0.227,0.676
0.24,0.724
0.209,0.711
0.239,0.683
0.21,0.682
0.225,0.703
0.233,0.659
0.22,0.691
0.239,0.701
0.224,0.68
0.221,0.73
0.222,0.703
0.196,0.686
0.231,0.709
0.225,0.7
0.209,0.719
0.234,0.696
0.209,0.734
0.238,0.694
0.235,0.689
0.228,0.723
0.206,0.691
0.221,0.681
0.209,0.713
0.228,0.689
0.213,0.702
0.239,0.681
0.211,0.679
0.243,0.71
0.243,0.733
0.221,0.714
0.229,0.698
0.226,0.662
0.232,0.692
0.233,0.74
0.234,0.721
0.219,0.709
0.267,0.684
0.23,0.71
0.219,0.709
0.214,0.698
0.228,0.705
0.233,0.729
0.221,0.747
0.218,0.703
0.251,0.691
0.212,0.746
0.257,0.767
0.234,0.703
0.258,0.707
0.214,0.748
0.209,0.743
0.232,0.728
0.257,0.728
0.246,0.721
0.243,0.724
0.228,0.77
0.217,0.708
0.232,0.72
0.239,0.732
0.242,0.757
0.24,0.731
0.214,0.749
0.214,0.727
0.217,0.757
0.23,0.769
0.244,0.749
0.237,0.74
0.232,0.754
0.246,0.728
0.25,0.738
0.239,0.764
0.228,0.746
0.248,0.747
0.232,0.786
0.214,0.784
0.239,0.739
0.217,0.71
0.243,0.765
0.214,0.777
0.244,0.761
0.256,0.754
0.225,0.727
0.232,0.761
0.241,0.77
0.233,0.701
0.217,0.744
0.24,0.745
0.259,0.783
0.248,0.748
0.247,0.756
0.23,0.787
0.243,0.777
0.234,0.783
0.234,0.741
0.226,0.766
0.239,0.768
0.237,0.795
0.229,0.772
0.241,0.742
0.229,0.744
0.245,0.76
0.251,0.776
0.245,0.772
0.225,0.763
0.233,0.722
0.261,0.77
0.237,0.763
0.237,0.751
0.241,0.753
0.225,0.757
0.251,0.784
0.252,0.736
0.248,0.779
0.239,0.774
0.256,0.745
0.243,0.755
0.255,0.785
0.22,0.78
0.251,0.757
0.239,0.752
0.266,0.776
0.219,0.786
0.232,0.794
0.253,0.726
0.244,0.756
0.245,0.803
0.242,0.758
0.248,0.792
0.227,0.796
0.247,0.777
0.232,0.77
0.238,0.801
0.233,0.751
0.233,0.774
0.25,0.776
0.243,0.756
0.258,0.797
0.256,0.824
0.244,0.798
0.246,0.756
0.263,0.757
0.274,0.772
0.245,0.782
0.256,0.787
0.235,0.778
0.256,0.746
0.247,0.789
0.252,0.789
0.262,0.789
0.242,0.775
0.243,0.807
0.26,0.766
0.263,0.795
0.252,0.801
0.257,0.795
0.245,0.785
0.252,0.792
0.258,0.799
0.243,0.796
0.265,0.792
0.259,0.818
0.268,0.787
0.257,0.81
0.242,0.804
0.252,0.794
0.253,0.809
0.275,0.781
0.251,0.787
0.255,0.792
0.27,0.818
0.252,0.805
0.261,0.81
0.245,0.822
0.256,0.793
0.273,0.795
0.242,0.812
0.244,0.82
0.269,0.796
0.266,0.81
0.262,0.804
0.272,0.78
0.282,0.806
0.272,0.793
0.283,0.813
0.263,0.835
0.262,0.797
0.269,0.804
0.256,0.79
0.278,0.825
0.261,0.78
0.263,0.797
0.226,0.832
0.291,0.812
0.262,0.788
0.249,0.807
0.282,0.814
0.243,0.825
0.253,0.786
0.269,0.8
0.272,0.81
0.269,0.777
0.275,0.804
0.272,0.801
0.253,0.795
0.265,0.793
0.265,0.815
0.255,0.835
0.249,0.824
0.262,0.81
0.257,0.834
0.277,0.789
0.269,0.833
0.251,0.818
0.273,0.821
0.263,0.832
0.258,0.812
0.247,0.824
0.278,0.799
0.274,0.843
0.27,0.821
0.258,0.82
0.276,0.825
0.261,0.813
0.275,0.799
0.273,0.815
0.262,0.863
0.27,0.817
0.27,0.804
0.275,0.81
0.266,0.816
0.261,0.816
0.29,0.812
0.275,0.811
0.266,0.802
0.292,0.797
0.26,0.8
0.263,0.84
0.276,0.838
0.261,0.831
0.277,0.821
0.284,0.835
0.243,0.84
0.269,0.827
0.28,0.82
0.278,0.831
0.264,0.824
0.293,0.841
0.252,0.828
0.277,0.829
0.276,0.829
0.287,0.858
0.281,0.832
0.288,0.832
0.267,0.806
0.284,0.812
0.28,0.86
0.258,0.823
0.29,0.86
0.269,0.801
0.27,0.849
0.289,0.831
0.279,0.846
0.283,0.824
0.298,0.817
0.299,0.818
0.277,0.837
0.255,0.857
0.269,0.804
0.294,0.819
0.277,0.833
0.269,0.814
0.258,0.825
0.263,0.844
0.273,0.851
0.293,0.798
0.292,0.844
0.272,0.822
0.295,0.817
0.295,0.828
0.3,0.835
0.304,0.861
0.303,0.821
0.274,0.834
0.303,0.834
0.298,0.816
0.31,0.835
0.286,0.835
0.282,0.848
0.31,0.841
0.27,0.859
0.283,0.825
0.269,0.846
0.306,0.849
0.298,0.823
0.275,0.826
0.285,0.842
0.323,0.812
0.291,0.859
0.301,0.823
0.289,0.878
0.278,0.801
0.298,0.818
0.294,0.86
0.287,0.84
0.31,0.869
0.284,0.854
0.298,0.857
0.288,0.838
0.271,0.801
0.309,0.851
0.306,0.841
0.303,0.891
0.287,0.846
0.295,0.866
0.274,0.826
0.296,0.812
0.306,0.841
0.314,0.881
0.299,0.863
0.308,0.825
0.314,0.805
0.307,0.87
0.294,0.854
0.31,0.848
0.297,0.858
0.29,0.858
0.296,0.869
0.288,0.86
0.325,0.877
0.289,0.867
0.316,0.868
0.317,0.842
0.267,0.861
0.303,0.866
0.309,0.84
0.306,0.877
0.31,0.851
0.313,0.87
0.305,0.868
0.303,0.843
0.309,0.866
0.315,0.858
0.3,0.841
0.31,0.871
0.317,0.852
0.299,0.884
0.306,0.851
0.316,0.874
0.308,0.855
0.305,0.836
0.301,0.876
0.329,0.848
0.318,0.863
0.306,0.886
0.328,0.845
0.292,0.83
0.307,0.872
0.312,0.842
0.308,0.872
0.307,0.838
0.33,0.856
0.318,0.872
0.32,0.869
0.327,0.895
0.322,0.905
0.316,0.883
0.323,0.854
0.326,0.893
0.32,0.88
0.304,0.867
0.308,0.874
0.346,0.883
0.331,0.854
0.323,0.864
0.348,0.87
0.334,0.851
0.338,0.844
0.331,0.885
0.328,0.902
0.337,0.862
0.33,0.855
0.356,0.866
0.338,0.86
0.353,0.875
0.34,0.859
0.345,0.847
0.357,0.855
0.339,0.836
0.36,0.836
0.327,0.869
0.339,0.855
0.346,0.871
0.382,0.837
0.345,0.868
0.351,0.846
0.33,0.847
0.351,0.862
0.347,0.857
0.353,0.866
0.342,0.87
0.335,0.891
0.351,0.87
0.357,0.851
0.335,0.848
0.35,0.876
0.349,0.836
0.36,0.866
0.36,0.889
0.357,0.885
0.388,0.857
0.371,0.884
0.336,0.859
0.334,0.846
0.362,0.878
0.333,0.839
0.33,0.849
0.357,0.88
0.343,0.881
0.356,0.892
0.339,0.877
0.357,0.893
0.339,0.881
0.35,0.891
0.36,0.86
0.355,0.835
0.343,0.872
0.374,0.843
0.353,0.85
0.368,0.887
0.331,0.894
0.366,0.855
0.332,0.869
0.367,0.864
0.355,0.864
0.362,0.866
0.377,0.879
0.363,0.86
0.354,0.841
0.341,0.857
0.376,0.858
0.329,0.88
0.356,0.852
0.35,0.886
0.338,0.864
0.35,0.857
0.366,0.886
0.374,0.877
0.365,0.847
0.383,0.872
0.344,0.898
0.367,0.888
0.37,0.885
0.364,0.886
0.359,0.899
0.378,0.85
0.353,0.842
0.361,0.862
0.371,0.863
0.386,0.902
0.385,0.886
0.366,0.901
0.362,0.886
0.397,0.863
0.381,0.872
0.401,0.878
0.38,0.852
0.381,0.892
0.389,0.86
0.368,0.88
0.352,0.886
0.38,0.886
0.381,0.878
0.359,0.873
0.393,0.875
0.377,0.87
0.37,0.861
0.395,0.864
0.385,0.872
0.372,0.869
0.382,0.902
0.391,0.869
0.39,0.884
0.375,0.834
0.379,0.856
0.394,0.85
0.407,0.862
0.375,0.884
0.394,0.88
0.392,0.887
0.414,0.88
0.408,0.874
0.376,0.854
0.404,0.866
0.402,0.89
0.382,0.86
0.378,0.876
0.403,0.864
0.398,0.881
0.385,0.877
0.401,0.881
0.399,0.888
0.408,0.868
0.392,0.903
0.401,0.865
0.409,0.867
0.395,0.864
0.37,0.882
0.392,0.873
0.396,0.882
0.382,0.865
0.408,0.855
0.395,0.894
0.404,0.897
0.391,0.877
0.379,0.88
0.389,0.855
0.411,0.824
0.393,0.883
0.396,0.825
0.409,0.864
0.398,0.892
0.41,0.888
0.394,0.868
0.392,0.843
0.411,0.861
0.406,0.877
0.422,0.852
0.408,0.893
0.406,0.903
0.4,0.908
0.429,0.858
0.406,0.864
0.418,0.857
0.428,0.831
0.439,0.872
0.414,0.872
0.431,0.873
0.416,0.846
0.401,0.877
0.401,0.872
0.422,0.866
0.428,0.849
0.463,0.868
0.435,0.895
0.413,0.872
0.43,0.893
0.434,0.855
0.415,0.882
0.411,0.854
0.442,0.871
0.42,0.868
0.442,0.866
0.431,0.877
0.427,0.865
0.426,0.882
0.43,0.846
0.445,0.88
0.423,0.845
0.43,0.878
0.429,0.848
0.46,0.852
0.431,0.861
0.454,0.847
0.418,0.837
0.436,0.855
0.451,0.819
0.423,0.873
0.463,0.863
0.456,0.85
0.442,0.863
0.449,0.877
0.449,0.878
0.468,0.878
0.452,0.864
0.451,0.85
0.462,0.844
0.464,0.86
0.459,0.864
0.449,0.88
0.451,0.858
0.462,0.861
0.459,0.901
0.469,0.852
0.442,0.878
0.468,0.872
0.452,0.866
0.437,0.861
0.454,0.857
0.428,0.861
0.468,0.827
0.452,0.83
0.473,0.88
0.472,0.89
0.457,0.87
0.435,0.892
0.441,0.881
0.459,0.891
0.448,0.863
0.461,0.86
0.442,0.853
0.479,0.875
0.456,0.839
0.453,0.89
0.457,0.851
0.456,0.854
0.481,0.842
0.474,0.847
0.452,0.86
0.474,0.83
0.481,0.866
0.448,0.838
0.463,0.883
0.476,0.862
0.48,0.89
0.459,0.859
0.484,0.875
0.453,0.882
0.507,0.848
0.461,0.872
0.467,0.842
0.467,0.843
0.492,0.844
0.457,0.855
0.492,0.824
0.485,0.838
0.452,0.862
0.477,0.821
0.475,0.832
0.483,0.829
0.484,0.831
0.482,0.816
0.516,0.868
0.494,0.853
0.499,0.825
0.493,0.823
0.494,0.852
0.524,0.856
0.485,0.85
0.477,0.846
0.471,0.811
0.49,0.839
0.511,0.845
0.52,0.827
0.498,0.828
0.489,0.815
0.486,0.867
0.491,0.844
0.489,0.831
0.507,0.852
0.495,0.84
0.53,0.86
0.484,0.855
0.491,0.853
0.505,0.86
0.514,0.844
0.505,0.815
0.496,0.853
0.504,0.81
0.479,0.861
0.53,0.85
0.531,0.838
0.511,0.831
0.504,0.846
0.505,0.844
0.492,0.838
0.499,0.867
0.515,0.868
0.488,0.843
0.491,0.816
0.5,0.855
0.507,0.852
0.515,0.836
0.525,0.853
0.511,0.839
0.517,0.826
0.532,0.813
0.534,0.824
0.517,0.834
0.52,0.814
0.504,0.819
0.518,0.818
0.52,0.816
0.526,0.84
0.52,0.808
0.512,0.83
0.527,0.822
0.508,0.792
0.543,0.813
0.516,0.799
0.517,0.813
0.518,0.807
0.515,0.805
0.544,0.801
0.535,0.803
0.541,0.829
0.512,0.81
0.488,0.786
0.508,0.82
0.528,0.828
0.535,0.84
0.533,0.827
0.525,0.8
0.518,0.803
0.548,0.772
0.541,0.794
0.532,0.818
0.541,0.775
0.549,0.798
0.528,0.81
0.524,0.798
0.553,0.794
0.535,0.808
0.542,0.79
0.529,0.815
0.536,0.804
0.542,0.78
0.552,0.763
0.529,0.78
0.532,0.781
0.552,0.783
0.551,0.758
0.543,0.793
0.558,0.777
0.574,0.794
0.563,0.749
0.556,0.772
0.54,0.789
0.558,0.794
0.571,0.777
0.549,0.77
0.552,0.787
0.552,0.768
0.529,0.76
0.518,0.783
0.551,0.79
0.533,0.768
0.533,0.781
0.543,0.785
0.542,0.788
0.539,0.781
0.568,0.807
0.552,0.793
0.529,0.76
0.538,0.781
0.577,0.795
0.54,0.806
0.561,0.792
0.53,0.774
0.537,0.79
0.565,0.775
0.548,0.803
0.526,0.749
0.548,0.776
0.553,0.776
0.552,0.763
0.544,0.768
0.541,0.766
0.567,0.761
0.558,0.759
0.541,0.725
0.577,0.771
0.55,0.757
0.569,0.746
0.578,0.743
0.544,0.765
0.57,0.761
0.582,0.787
0.578,0.781
0.572,0.789
0.569,0.767
0.571,0.796
0.552,0.769
0.562,0.747
0.567,0.763
0.579,0.727
0.56,0.767
0.582,0.731
0.547,0.775
0.576,0.769
0.581,0.752
0.576,0.753
0.558,0.784
0.579,0.739
0.568,0.734
0.549,0.756
0.568,0.741
0.567,0.731
0.551,0.774
0.568,0.753
0.583,0.766
0.577,0.714
0.563,0.753
0.562,0.765
0.553,0.755
0.575,0.749
0.579,0.762
0.593,0.767
0.564,0.744
0.554,0.741
0.565,0.731
0.576,0.767
0.581,0.767
0.567,0.735
0.561,0.743
0.55,0.73
0.567,0.754
0.558,0.724
0.577,0.757
0.575,0.733
0.581,0.752
0.552,0.762
0.563,0.734
0.581,0.731
0.549,0.768
0.558,0.697
0.562,0.739
0.564,0.713
0.569,0.722
0.58,0.735
0.572,0.74
0.58,0.739
0.571,0.741
0.56,0.759
0.574,0.709
0.594,0.686
0.577,0.742
0.586,0.742
0.591,0.732
0.573,0.734
0.565,0.725
0.582,0.717
0.586,0.712
0.577,0.732
0.602,0.74
0.574,0.743
0.575,0.706
0.577,0.73
0.587,0.74
0.592,0.719
0.579,0.699
0.573,0.751
0.597,0.714
0.597,0.718
0.588,0.733
0.598,0.718
0.598,0.724
0.603,0.723
0.612,0.694
0.584,0.713
0.588,0.754
0.585,0.716
0.578,0.757
0.61,0.735
0.616,0.703
0.591,0.714
0.574,0.701
0.581,0.703
0.596,0.689
0.597,0.692
0.577,0.716
0.581,0.695
0.588,0.694
0.588,0.722
0.577,0.712
0.604,0.729
0.607,0.699
0.588,0.694
0.596,0.702
0.607,0.723
0.592,0.696
0.587,0.659
0.589,0.69
0.592,0.679
0.598,0.702
0.591,0.667
0.606,0.715
0.593,0.699
0.59,0.704
0.597,0.683
0.607,0.678
0.609,0.66
0.6,0.715
0.595,0.705
0.611,0.677
0.58,0.681
0.59,0.663
0.602,0.688
0.6,0.667
0.609,0.699
0.602,0.71
0.565,0.691
0.612,0.684
0.588,0.684
0.594,0.668
0.586,0.671
0.588,0.681
0.613,0.681
0.597,0.676
0.603,0.691
0.584,0.679
0.612,0.683
0.592,0.655
0.607,0.662
0.593,0.662
0.626,0.673
0.576,0.68
0.613,0.664
0.592,0.673
0.593,0.663
0.619,0.691
0.586,0.669
0.602,0.643
0.607,0.647
0.587,0.673
0.605,0.638
0.6,0.66
0.613,0.655
0.61,0.662
0.626,0.671
0.62,0.623
0.611,0.665
0.593,0.657
0.603,0.683
0.59,0.662
0.607,0.682
0.601,0.652
0.605,0.645
0.619,0.636
0.601,0.641
0.638,0.633
0.604,0.622
0.606,0.626
0.61,0.615
0.592,0.647
0.593,0.628
0.603,0.659
0.602,0.655
0.593,0.618
0.608,0.654
0.61,0.638
0.609,0.63
0.605,0.591
0.596,0.614
0.61,0.622
0.626,0.645
0.597,0.664
0.582,0.595
0.616,0.633
0.592,0.633
0.57,0.624
0.629,0.605
0.606,0.638
0.587,0.606
0.595,0.587
0.57,0.614
0.6,0.637
0.604,0.619
0.587,0.617
0.602,0.622
0.617,0.629
0.597,0.618
0.579,0.594
0.584,0.641
0.601,0.605
0.592,0.617
0.6,0.605
0.597,0.623
0.594,0.625
0.595,0.58
0.592,0.596
0.596,0.619
0.612,0.605
0.619,0.576
0.592,0.595
0.615,0.618
0.605,0.59
0.578,0.622
0.589,0.613
0.615,0.57
0.576,0.599
0.583,0.583
0.597,0.592
0.593,0.615
0.62,0.598
0.585,0.57
0.568,0.597
0.583,0.581
0.578,0.597
0.589,0.589
0.591,0.59
0.591,0.594
0.597,0.598
0.577,0.574
0.586,0.598
0.578,0.577
0.575,0.609
0.61,0.586
0.598,0.561
0.586,0.598
0.587,0.596
0.621,0.559
0.617,0.597
0.582,0.556
0.595,0.603
0.624,0.571
0.591,0.59
0.604,0.604
0.623,0.574
0.59,0.587
0.617,0.551
0.59,0.567
0.585,0.605
0.575,0.555
0.621,0.554
0.613,0.567
0.594,0.606
0.598,0.592
0.586,0.55
0.58,0.584
0.577,0.572
0.613,0.554
0.6,0.576
0.581,0.586
0.589,0.586
0.577,0.557
0.596,0.566
0.603,0.554
0.584,0.561
0.6,0.589
0.61,0.585
0.601,0.583
0.574,0.565
0.599,0.575
0.581,0.588
0.594,0.58
0.604,0.555
0.593,0.558
0.588,0.559
0.591,0.561
0.596,0.589
0.595,0.565
0.6,0.556
0.589,0.583
0.613,0.558
0.61,0.559
0.598,0.552
0.603,0.556
0.614,0.541
0.603,0.553
0.598,0.539
0.582,0.577
0.607,0.564
0.606,0.532
0.584,0.565
0.598,0.578
0.597,0.56
0.616,0.554
0.6,0.53
0.578,0.549
0.617,0.557
0.632,0.543
0.598,0.577
0.606,0.549
0.572,0.57
0.594,0.579
0.605,0.563
0.599,0.547
0.595,0.597
0.574,0.541
0.597,0.515
0.6,0.529
0.607,0.562
0.607,0.54
0.62,0.538
0.611,0.574
0.618,0.576
0.606,0.572
0.598,0.526
0.598,0.53
0.594,0.54
0.587,0.535
0.573,0.541
0.584,0.542
0.591,0.56
0.606,0.578
0.612,0.57
0.622,0.54
0.633,0.549
0.587,0.572
0.568,0.535
0.59,0.549
0.604,0.52
0.597,0.574
0.601,0.572
0.59,0.555
0.616,0.52
0.602,0.539
0.609,0.543
0.605,0.521
0.597,0.526
0.603,0.525
0.608,0.518
0.603,0.526
0.608,0.565
0.615,0.547
0.623,0.566
0.62,0.566
0.601,0.564
0.589,0.501
0.591,0.56
0.606,0.528
0.599,0.56
0.591,0.52
0.585,0.557
0.592,0.549
0.598,0.552
0.601,0.515
0.593,0.532
0.627,0.574
0.606,0.539
0.615,0.573
0.599,0.514
0.598,0.553
0.6,0.544
0.606,0.555
0.615,0.557
0.601,0.561
0.623,0.571
0.61,0.564
0.589,0.537
0.61,0.559
0.61,0.568
0.599,0.549
0.576,0.507
0.607,0.554
0.604,0.58
0.633,0.585
0.602,0.56
0.619,0.548
0.615,0.58
0.591,0.55
0.615,0.577
0.603,0.538
0.613,0.607
0.602,0.566
0.607,0.587
0.611,0.584
0.624,0.562
0.628,0.554
0.634,0.589
0.621,0.577
0.615,0.561
0.592,0.542
0.622,0.602
0.622,0.612
0.611,0.559
0.614,0.563
0.62,0.549
0.616,0.554
0.634,0.59
0.614,0.587
0.597,0.59
0.616,0.609
0.615,0.581
0.616,0.575
0.61,0.597
0.608,0.591
0.609,0.554
0.615,0.564
0.64,0.609
0.616,0.579
0.632,0.577
0.602,0.602
0.619,0.594
0.595,0.608
0.62,0.565
0.631,0.597
0.618,0.589
0.616,0.632
0.608,0.609
0.61,0.583
0.602,0.554
0.595,0.618
0.59,0.625
0.635,0.629
0.625,0.615
0.621,0.635
0.614,0.64
0.6,0.6
0.604,0.625
0.612,0.634
0.617,0.612
0.619,0.625
0.623,0.611
0.642,0.609
0.609,0.649
0.622,0.621
0.632,0.61
0.628,0.638
0.595,0.627
0.625,0.612
0.633,0.613
0.608,0.632
0.6,0.62
0.62,0.655
0.568,0.678
0.589,0.617
0.629,0.647
0.599,0.625
0.619,0.63
0.605,0.665
0.612,0.626
0.623,0.649
0.61,0.634
0.579,0.648
0.592,0.66
0.578,0.655
0.62,0.632
0.607,0.657
0.59,0.635
0.611,0.659
0.611,0.669
0.608,0.681
0.607,0.633
0.601,0.674
0.6,0.676
0.581,0.686
0.618,0.668
0.601,0.677
0.603,0.68
0.606,0.674
0.606,0.692
0.593,0.666
0.599,0.646
0.601,0.672
0.602,0.678
0.599,0.676
0.607,0.676
0.576,0.661
0.593,0.668
0.583,0.672
0.6,0.673
0.604,0.715
0.587,0.67
0.611,0.675
0.576,0.693
0.577,0.679
0.584,0.676
0.617,0.681
0.596,0.684
0.601,0.682
0.602,0.71
0.603,0.704
0.601,0.669
0.59,0.714
0.591,0.676
0.584,0.68
0.584,0.698
0.6,0.703
0.59,0.709
0.584,0.744
0.578,0.728
0.579,0.717
0.598,0.754
0.612,0.708
0.597,0.743
0.575,0.721
0.575,0.726
0.591,0.733
0.588,0.719
0.574,0.691
0.578,0.729
0.583,0.713
0.589,0.71
0.557,0.732
0.578,0.752
0.586,0.73
0.576,0.739
0.546,0.688
0.569,0.72
0.572,0.754
0.563,0.743
0.558,0.757
0.58,0.735
0.599,0.768
0.569,0.734
0.545,0.748
0.576,0.719
0.525,0.735
0.558,0.751
0.548,0.771
0.572,0.749
0.577,0.784
0.599,0.741
0.574,0.795
0.552,0.785
0.548,0.762
0.58,0.78
0.558,0.762
0.571,0.739
0.574,0.776
0.525,0.789
0.576,0.77
0.56,0.79
0.547,0.766
0.568,0.763
0.573,0.744
0.575,0.745
0.553,0.757
0.561,0.766
0.562,0.796
0.546,0.773
0.554,0.776
0.565,0.79
0.567,0.773
0.554,0.794
0.559,0.753
0.576,0.762
0.546,0.776
0.563,0.763
0.563,0.77
0.535,0.809
0.551,0.786
0.562,0.792
0.541,0.8
0.533,0.793
0.546,0.769
0.538,0.81
0.564,0.766
0.533,0.795
0.528,0.798
0.531,0.819
0.523,0.794
0.55,0.794
0.545,0.822
0.528,0.8
0.522,0.839
0.512,0.829
0.524,0.799
0.518,0.836
0.515,0.803
0.546,0.792
0.522,0.849
0.526,0.858
0.529,0.828
0.508,0.817
0.512,0.841
0.523,0.842
0.509,0.834
0.52,0.826
0.515,0.814
0.542,0.82
0.506,0.81
0.5,0.807
0.5,0.836
0.521,0.84
0.503,0.843
0.51,0.84
0.489,0.819
0.497,0.828
0.484,0.81
0.509,0.809
0.512,0.807
0.518,0.833
0.519,0.817
0.522,0.842
0.491,0.846
0.502,0.826
0.485,0.828
0.506,0.867
0.498,0.834
0.477,0.844
0.504,0.822
0.478,0.789
0.477,0.855
0.508,0.847
0.471,0.83
0.482,0.843
0.482,0.829
